,id,Profession,annee_sour,source,Professi_1,localisati,détail,ind_Nom,indiv_titr,associé_n,successeur,ancienne m,nbre_adres,activités,annee_expo,nom_boutiq,type_rue,article_ru,nom_rue,num_rue,cpltnum_ru,ville_rue,autre_vill,infos_rue,unnamed_1,quart/sect,arrondisse,unnamed_2,unnamed_3,geocoder_t,geocoder_s,a_corriger,lon,lat,address,type_1,geometry.type_1,geometry.lng_1,geometry.lat_1,properties.label_1,properties.score_1,properties.id_1,properties.type_1,properties.x_1,properties.y_1,properties.importance_1,properties.name_1,properties.postcode_1,properties.citycode_1,properties.city_1,properties.district_1,properties.context_1,properties.housenumber_1,properties.street_1
146,154,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,laisney,,,,,,fab brochés façon cachemire,,,rue,,bourbon villeneuve,41,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35019321939834,48.86879546607079,41  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
147,155,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,michel & co.,,,,,,"fab brochés, imprimés",,,rue,,bourbon villeneuve,46,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35091283905696,48.86890819578011,46  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
148,156,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,petit-samson,,,,,,fab châles de laine façon cachemire et autres,,,rue,,bourbon villeneuve,50,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35114753075508,48.868985370645596,50  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
149,157,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,ternois,,,,,,"fab châles brochés, gazes, voiles, barèges et nouveautés",,,rue,,bourbon villeneuve,53,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35097396573333,48.8690331397025,53  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
150,158,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,barrier & co.,,,,,,fab. brochés façon cachemire et nouveautés,,,rue,,bourbon villeneuve,57,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3512941484822996,48.869126164878,57  rue  bourbon villeneuve,Feature,Point,2.336301,48.85376,Rue de Bourbon le Château 75006 Paris,0.3494566666666666,75106_1184,street,651299.87,6861729.12,0.51069,Rue de Bourbon le Château,75006,75106,Paris,Paris 6e Arrondissement,"75, Paris, Île-de-France",,
151,159,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"augouard, mad.",,,,,,mde,,,rue,du,petit carreau,43,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3472841806943996,48.867983801486396,43  rue du petit carreau,Feature,Point,2.347429,48.868138,43 Rue des Petits Carreaux 75002 Paris,0.660114935064935,75102_7346_00043,housenumber,652129.61,6863321.06,0.47555,43 Rue des Petits Carreaux,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",43,Rue des Petits Carreaux
152,160,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"bonichon, b.fils & co.",,,,,,f. brochés en tout genre et mérinos en gros,,,rue,,saint denis,367,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3518278743083196,48.868577407578705,367  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
153,161,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,dufour & co.,,,,,,fab.,,,rue,,saint denis,367,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35182605471898,48.868578227096,367  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
154,162,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,boudet ainé,,,,,,fab. brochés façon cachemire et nouveautés,,,rue,,saint denis,369,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35185292960108,48.8686347757481,369  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
155,163,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,brabau,,,,,,fab.,,,rue,,saint denis,375,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35193694378244,48.8687840590393,375  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
156,164,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,rossignol,,,,,,fab façon cachemire,,,rue,,saint denis,377,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35195548570083,48.8688381848609,377  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
157,165,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,robin,,,,,,fab,,,rue,,saint denis,321,,bn,,,,,,,,precise_geocoding,jacoubet_paris,1,2.35131096470335,48.8672144688081,321  rue  saint denis,Feature,Point,2.350142,48.86375,Rue Saint-denis 75002 Paris,0.7503025252525252,75102_8525,street,652324.58,6862831.55,0.47555,Rue Saint-denis,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",,
158,166,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,ponsin et perardel,,,,,,"filat. de laines peignées et cardées, cachemires filés et à broder pour la f. de châles et tissus, soieries et nouveautés",,,rue,,thévenot,12,,BN,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34925162341913,48.8668053521222,12  rue  thévenot,Feature,Point,2.335405,48.886227,12 Rue Tholozé 75018 Paris,0.43630057416267937,75118_9287_00012,housenumber,651264.48,6865339.78,0.58878,12 Rue Tholozé,75018,75118,Paris,Paris 18e Arrondissement,"75, Paris, Île-de-France",12,Rue Tholozé
159,167,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"lupin, b. péture, fils & co.",,,,,,"fab châles, soie et laine, bourre de soie et cachemires brochés en tout genre, gazes de soie, barèges et batistes",,,rue,,lepelletier,2,,chaussée antin,2.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.33835451551766,48.8721659532554,2  rue  lepelletier,Feature,Point,2.360275,48.89033,2 Rue de la Chapelle 75018 Paris,0.41716181818181813,75118_1769_00002,housenumber,653091.86,6865780.98,0.58878,2 Rue de la Chapelle,75018,75118,Paris,Paris 18e Arrondissement,"75, Paris, Île-de-France",2,Rue de la Chapelle
160,168,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,ponsin et perardel,,,,,,"filat. de laines peignées et cardées, cachemires filés et à broder pour la f de châles et tissus, soieries et nouveautés",,,rue,,chateaulandon,17,19,fbg st denis,,,,,,,,precise_geocoding,jacoubet_paris,1,2.36402856286271,48.8836090670113,17 19 rue  chateaulandon,Feature,Point,2.303178,48.82863,19 Rue Chauvelot 75015 Paris,0.39104306397306393,75115_1957_00019,housenumber,648844.79,6858955.92,0.59777,19 Rue Chauvelot,75015,75115,Paris,Paris 15e Arrondissement,"75, Paris, Île-de-France",19,Rue Chauvelot
161,169,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,vatin,,,,,,fab,,,rue,,enclos saint laurent,8,,fbg st denis,5.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.35830864001926,48.8755236680085,8  rue  enclos saint laurent,Feature,Point,2.358366,48.875519,8 Rue Saint-laurent 75010 Paris,0.7046518181818181,75110_8671_00008,housenumber,652938.52,6864135.16,0.55117,8 Rue Saint-laurent,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",8,Rue Saint-laurent
162,170,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,degrave frères,,,,,,"fab. toute sorte de châles de laine et de cachemire, unis et brochés, gazes, barèges en laine pour robes, fichus et ceinture, et toutes gazes en soies unies et brochées, soufflées et lamées",,,rue,du,faubourg saint denis,24,,fbg st denis,5.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.35332267888942,48.8708648864271,24  rue du faubourg saint denis,Feature,Point,2.353355,48.870825,24 Rue du Faubourg Saint-denis 75010 Paris,0.9591972727272727,75110_3516_00024,housenumber,652566.75,6863616.27,0.55117,24 Rue du Faubourg Saint-denis,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",24,Rue du Faubourg Saint-denis
163,171,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,fournel ainé,,,,,,f cachemires,,,rue,du,faubourg saint denis,180,,fbg st denis,5.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.35795174298528,48.880708772305795,180  rue du faubourg saint denis,Feature,Point,2.357829,48.880498,180 Rue du Faubourg Saint-denis 75010 Paris,0.9591972727272727,75110_3516_00180,housenumber,652903.62,6864689.18,0.55117,180 Rue du Faubourg Saint-denis,75010,75110,Paris,Paris 10e Arrondissement,"75, Paris, Île-de-France",180,Rue du Faubourg Saint-denis
164,172,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,clément,,,,,,"dépôt de cachemires français Lagorce, Ternaux, etc, châles de laine, de bourre de soie",,,rue,,feydeau,32,,feydeau,2.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.3392916240605097,48.8698906805175,32  rue  feydeau,Feature,Point,2.339357,48.869879,32 Rue Feydeau 75002 Paris,0.9523227272727272,75102_3635_00032,housenumber,651539.03,6863519.53,0.47555,32 Rue Feydeau,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",32,Rue Feydeau
165,173,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,brousse & audbert,,,,,,mds,,,rue,,feydeau,34,,feydeau,2.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.33915284180846,48.8699280072201,34  rue  feydeau,Feature,Point,2.339249,48.869902,34 Rue Feydeau 75002 Paris,0.9523227272727272,75102_3635_00034,housenumber,651531.2,6863522.16,0.47555,34 Rue Feydeau,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",34,Rue Feydeau
166,174,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,brousse & audbert,,,,,,mds,,,rue,,richelieu,82,,feydeau,,,,,,,,precise_geocoding,jacoubet_paris,1,2.3391126837653,48.869968823632604,82  rue  richelieu,Feature,Point,2.339177,48.869953,82 Rue de Richelieu 75002 Paris,0.8008075757575758,75102_8212_00082,housenumber,651525.95,6863527.89,0.47555,82 Rue de Richelieu,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",82,Rue de Richelieu
167,175,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"leguillier, mad.",,,,,,mde,,,rue,,sainte anne,44,,feydeau,,,,,,,,precise_geocoding,jacoubetl_paris,1,2.33604569036971,48.867304830415,44  rue  sainte anne,Feature,Point,2.3361,48.867315,44 Rue Sainte-anne 75002 Paris,0.9523227272727272,75102_8534_00044,housenumber,651297.8,6863236.44,0.47555,44 Rue Sainte-anne,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",44,Rue Sainte-anne
168,176,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,"couturier, ve",,,,,,mde,,,rue,,sainte anne,46,,feydeau,,,,,,,,precise_geocoding,jacoubet_paris,1,2.33612102541964,48.86745028706671,46  rue  sainte anne,Feature,Point,2.336162,48.867454,46 Rue Sainte-anne 75002 Paris,0.9523227272727272,75102_8534_00046,housenumber,651302.47,6863251.95,0.47555,46 Rue Sainte-anne,75002,75102,Paris,Paris 2e Arrondissement,"75, Paris, Île-de-France",46,Rue Sainte-anne
169,219,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,prissette pére & fils,,,,,,"fab. laine, façon cachemire, gazes et barèges",,,rue,,neuve saint eustache,24,,mmt,,,,,,,,precise_geocoding,jacoubet_paris,1,2.34535049217327,48.867217930057,24  rue  neuve saint eustache,Feature,Point,2.364139,48.853573,Rue Neuve Saint-pierre 75004 Paris,0.47075545454545453,75104_6732,street,653342.3,6861691.57,0.49081,Rue Neuve Saint-pierre,75004,75104,Paris,Paris 4e Arrondissement,"75, Paris, Île-de-France",,
170,177,chales (fabricans et march. de),1825,"almanach du commerce de Paris, des départemens de la France, et des principales villes du monde, de Jean de la Tynna ; continué et mis dans un meilleur ordre par S. Bottin, XXVIIIe année, 1825.",A1825,,,bosquillon,,,,,,"fab en laine superfine et cachemire pur, unis et brochés, gazes. Fabrique rue fossés st victor ; magasins rue nse",,,rue,des,fossés saint victor,13,,jardin du roi,12.0,,,,,,,precise_geocoding,jacoubet_paris,1,2.3521869912129,48.847022455494496,13  rue des fossés saint victor,Feature,Point,2.35619,48.838833,13 Rue des Fossés Saint-marcel 75005 Paris,0.6455016883116882,75105_3751_00013,housenumber,652745.65,6860057.4,0.52909,13 Rue des Fossés Saint-marcel,75005,75105,Paris,Paris 5e Arrondissement,"75, Paris, Île-de-France",13,Rue des Fossés Saint-marcel
